machine_name,endpoint_url,opc_path,node_id,display_name,browse_name,data_type,parent_branch,sample_value,discovered_at
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[7]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[7].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[8]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[8].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[8]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[8].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[9]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[9].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[9]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[9].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[10]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[10].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[10]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[10].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[11]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[11].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[11]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[11].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[12]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[12].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[12]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[12].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[13]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[13].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[13]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[13].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[14]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[14].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[14]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[14].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[15]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[15].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[15]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[15].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[16]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[16].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[16]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[16].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[17]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[17].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[17]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[17].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[18]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[18].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[18]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[18].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[19]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[19].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[19]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[19].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[20]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[20].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[20]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[20].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[21]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[21].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[21]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[21].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[22]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[22].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[22]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[22].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[23]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[23].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[23]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[23].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[24]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[24].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[24]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[24].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[25]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[25].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:54
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[25]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[25].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[26]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[26].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[26]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[26].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[27]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[27].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[27]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[27].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[28]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[28].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[28]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[28].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[29]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[29].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[29]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[29].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[30]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[30].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[30]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[30].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[31]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[31].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[31]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[31].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[32]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[32].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[32]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[32].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[33]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[33].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[33]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[33].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[34]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[34].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[34]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[34].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[35]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[35].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[35]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[35].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[36]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[36].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[36]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[36].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[37]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[37].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[37]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[37].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[38]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[38].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[38]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[38].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[39]/msOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[39].msOffset,msOffset,msOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
Pinch 19,opc.tcp://192.168.11.22:4840,Objects/PLC/Modules/<Default>/Global PV/OPC/Alarmsystem/ActiveAlarms/Time/Time[39]/utcOffset,ns=6;s=::AsGlobalPV:OPC.Alarmsystem.ActiveAlarms.Time[39].utcOffset,utcOffset,utcOffset,Int32,Alarmsystem,,2026-06-10T16:50:55
