machine_name,endpoint_url,opc_path,node_id,display_name,browse_name,data_type,parent_branch,sample_value,discovered_at
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/speed - 3,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_V_2,speed - 3,A_Stuetzpunkte_V_2,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/speed - 4,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_V_3,speed - 4,A_Stuetzpunkte_V_3,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/speed - 5,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_V_4,speed - 5,A_Stuetzpunkte_V_4,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/flow rate - 1,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Durchfluss_0,flow rate - 1,A_Stuetzpunkte_Durchfluss_0,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/flow rate - 2,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Durchfluss_1,flow rate - 2,A_Stuetzpunkte_Durchfluss_1,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/flow rate - 3,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Durchfluss_2,flow rate - 3,A_Stuetzpunkte_Durchfluss_2,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/flow rate - 4,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Durchfluss_3,flow rate - 4,A_Stuetzpunkte_Durchfluss_3,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/flow rate - 5,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Durchfluss_4,flow rate - 5,A_Stuetzpunkte_Durchfluss_4,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/temperature - 1,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Temp_0,temperature - 1,A_Stuetzpunkte_Temp_0,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/temperature - 2,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Temp_1,temperature - 2,A_Stuetzpunkte_Temp_1,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/temperature - 3,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Temp_2,temperature - 3,A_Stuetzpunkte_Temp_2,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/temperature - 4,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Temp_3,temperature - 4,A_Stuetzpunkte_Temp_3,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/para/temperature - 5,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.para.A_Stuetzpunkte_Temp_4,temperature - 5,A_Stuetzpunkte_Temp_4,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.state.state,state,state,UInt32,state,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/state/current speed,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.state.Aktuelle_Geschwindigkeit_A,current speed,Aktuelle_Geschwindigkeit_A,Float,state,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/state/current flow rate,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.state.Aktueller_Solldurchfluss_A,current flow rate,Aktueller_Solldurchfluss_A,Float,state,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/220 - perforation shrink - a-side/state/current set temperature,ns=6;s=::AsGlobalPV:HMI_TCS_RUECKSCHR_A.state.Aktuelle_Solltemp_A,current set temperature,Aktuelle_Solltemp_A,Float,state,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/gear factor - draw,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Einlauf_Getriebe_Faktor,gear factor - draw,Einlauf_Getriebe_Faktor,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/deviation - a-side,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Abweichung_Transport_A,deviation - a-side,Abweichung_Transport_A,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/deviation - b-side,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Abweichung_Transport_B,deviation - b-side,Abweichung_Transport_B,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/traversing path,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Einrichtstrecke,traversing path,Einrichtstrecke,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/speed,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.V_Ein,speed,V_Ein,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/acceleration,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.A,acceleration,A,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/jerk,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Ruck,jerk,Ruck,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/format width,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Laenge,format width,Laenge,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/gap,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Luecke,gap,Luecke,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/para/staggered cut - offset,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.para.Staffel_Offset,staggered cut - offset,Staffel_Offset,Float,para,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/200 - transport/state/state,ns=6;s=::AsGlobalPV:HMI_TCS_TRANSPORT.state.state,state,state,UInt32,state,,2026-06-11T10:01:14
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/adjustment motors/state/state,ns=6;s=::AsGlobalPV:HMI_VERSTELLUNG.state.state,state,state,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/selection dancer,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.Taenzer_Nummer,selection dancer,Taenzer_Nummer,String,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/RFID,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.RFID,RFID,RFID,String,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/year,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.year,year,year,Float,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/month,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.month,month,month,Float,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/day,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.day,day,day,Float,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/hours,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.hour,hours,hour,Float,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/minutes,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.minute,minutes,minute,Float,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/para/seconds,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.para.second,seconds,second,Float,para,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/state,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.state,state,state,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/year,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.year,year,year,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/month,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.month,month,month,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/day,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.day,day,day,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/hours,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.hour,hours,hour,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/minutes,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.minute,minutes,minute,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/seconds,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.second,seconds,second,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/password level,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.PWLevel,password level,PWLevel,Int16,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/cycle time,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Taktzeit,cycle time,Taktzeit,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/web speed,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Bahngeschwindigkeit,web speed,Bahngeschwindigkeit,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/cycle performance,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Taktleistung,cycle performance,Taktleistung,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/chartCyclepower,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.ChartTaktleistung,chartCyclepower,ChartTaktleistung,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/station duration,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Stationsdauer,station duration,Stationsdauer,Float,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/endless counter,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Endlos,endless counter,Endlos,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/good,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Gesamt_PieceCounter,good,Gesamt_PieceCounter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/bad,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Gesamt_RejectCounter,bad,Gesamt_RejectCounter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/good,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Auftrag_PieceCounter,good,Auftrag_PieceCounter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/bad,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Auftrag_RejectCounter,bad,Auftrag_RejectCounter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/good,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Schicht_PieceCounter,good,Schicht_PieceCounter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/bad,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Schicht_RejectCounter,bad,Schicht_RejectCounter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/meter counter,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Meter,meter counter,Meter,UInt32,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/project information/configuration id,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Project.ID,configuration id,ID,String,state,,2026-06-11T10:01:15
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/info/state/project information/ip address,ns=6;s=::AsGlobalPV:HMI_VISUALISIERUNG.state.Project.IP,ip address,IP,String,state,,2026-06-11T10:01:15
