machine_name,endpoint_url,opc_path,node_id,display_name,browse_name,data_type,parent_branch,sample_value,discovered_at
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/rotational direction,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.OpSelDrehrichtung,rotational direction,OpSelDrehrichtung,String,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/position splice,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Pos_Klebestelle,position splice,Pos_Klebestelle,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/diameter - next reel,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Start_Durchmesser,diameter - next reel,Start_Durchmesser,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/minimum diameter,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Minimaler_Durchmesser,minimum diameter,Minimaler_Durchmesser,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/mode - minimum diameter,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.OpSelMinDurchmesser,mode - minimum diameter,OpSelMinDurchmesser,String,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/print mark/mode,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Druckmarke.OpSelMode,mode,OpSelMode,String,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/print mark/remaining path,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Druckmarke.Restweg,remaining path,Restweg,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/transv. adjustment/offset - winder - 1 - a-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Spannvorrichtung.Spann1AOffset,offset - winder - 1 - a-side,Spann1AOffset,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/transv. adjustment/offset - winder - 1 - b-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Spannvorrichtung.Spann1BOffset,offset - winder - 1 - b-side,Spann1BOffset,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/transv. adjustment/offset - winder - 2 - a-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Spannvorrichtung.Spann2AOffset,offset - winder - 2 - a-side,Spann2AOffset,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/para/transv. adjustment/offset - winder - 2 - b-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.para.Spannvorrichtung.Spann2BOffset,offset - winder - 2 - b-side,Spann2BOffset,Float,para,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/state/state,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.state.state,state,state,UInt32,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/state/current diameter,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.state.Durchmesser,current diameter,Durchmesser,Float,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/state/transv. adjustment/position - winder - 1 - a-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.state.Spannvorrichtung.Spann1A,position - winder - 1 - a-side,Spann1A,Float,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/state/transv. adjustment/position - winder - 1 - b-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.state.Spannvorrichtung.Spann1B,position - winder - 1 - b-side,Spann1B,Float,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/state/transv. adjustment/position - winder - 2 - a-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.state.Spannvorrichtung.Spann2A,position - winder - 2 - a-side,Spann2A,Float,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/020 - unwinder/state/transv. adjustment/position - winder - 2 - b-side,ns=6;s=::AsGlobalPV:HMI_ABWICKLER.state.Spannvorrichtung.Spann2B,position - winder - 2 - b-side,Spann2B,Float,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/alarm system/state/stop reason name,ns=6;s=::AsGlobalPV:HMI_ALARMSYSTEM.state.StopName,stop reason name,StopName,String,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/alarm system/state/number of active alarms,ns=6;s=::AsGlobalPV:HMI_ALARMSYSTEM.state.Alarmitems,number of active alarms,Alarmitems,UInt32,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/alarm system/state/max severity,ns=6;s=::AsGlobalPV:HMI_ALARMSYSTEM.state.MaxSeverity,max severity,MaxSeverity,UInt16,state,,2026-06-11T10:00:54
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/A00 - general/state/state,ns=6;s=::AsGlobalPV:HMI_ALLGEMEIN.state.state,state,state,UInt32,state,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Bereich_1_Abstand,distance,Bereich_1_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Bereich_1_Fenster,window,Bereich_1_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/extruder - distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Bereich_2_Abstand,extruder - distance,Bereich_2_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/extruder - window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Bereich_2_Fenster,extruder - window,Bereich_2_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/rotary die cutter - distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Bereich_3_Abstand,rotary die cutter - distance,Bereich_3_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/rotary die cutter - window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Bereich_3_Fenster,rotary die cutter - window,Bereich_3_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/standstill time,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Stillstandszeit,standstill time,Stillstandszeit,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Stillstand_1_Abstand,distance,Stillstand_1_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Stillstand_1_Fenster,window,Stillstand_1_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/sensor - distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Kleb_Sensor_Abstand,sensor - distance,Kleb_Sensor_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/sensor - window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Kleb_Sensor_Fenster,sensor - window,Kleb_Sensor_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Metallerkennung_Abstand,distance,Metallerkennung_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Metallerkennung_Fenster,window,Metallerkennung_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/hand button - distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Kleb_Handtaster_Abstand,hand button - distance,Kleb_Handtaster_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/hand button - window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Kleb_Handtaster_Fenster,hand button - window,Kleb_Handtaster_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Kamera_Abstand,distance,Kamera_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Kamera_Fenster,window,Kamera_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/laser - distance,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Laser_Abstand,laser - distance,Laser_Abstand,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/para/laser - window,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.para.Laser_Fenster,laser - window,Laser_Fenster,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/SFB scrap/state/state,ns=6;s=::AsGlobalPV:HMI_AUSSCHUSS.state.state,state,state,UInt32,state,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/040 - web accumulator 1/para/diameter filling register,ns=6;s=::AsGlobalPV:HMI_BAHNSPEICHER_1.para.Register_fuellen,diameter filling register,Register_fuellen,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/040 - web accumulator 1/para/duration reel change,ns=6;s=::AsGlobalPV:HMI_BAHNSPEICHER_1.para.Zeit_Rollenwechsel,duration reel change,Zeit_Rollenwechsel,Int32,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/040 - web accumulator 1/para/filling level,ns=6;s=::AsGlobalPV:HMI_BAHNSPEICHER_1.para.Fuellgrad,filling level,Fuellgrad,Float,para,,2026-06-11T10:00:55
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/040 - web accumulator 1/state/state,ns=6;s=::AsGlobalPV:HMI_BAHNSPEICHER_1.state.state,state,state,UInt32,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/040 - web accumulator 1/state/cycle performance - roll change,ns=6;s=::AsGlobalPV:HMI_BAHNSPEICHER_1.state.TaktleistungRollenwechsel,cycle performance - roll change,TaktleistungRollenwechsel,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/175 - fan suction belt/para/suction power,ns=6;s=::AsGlobalPV:HMI_GEBLAESE_UEBERGABE.para.Geschwindigkeit_Vakuum,suction power,Geschwindigkeit_Vakuum,Float,para,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/175 - fan suction belt/para/offset - suction power,ns=6;s=::AsGlobalPV:HMI_GEBLAESE_UEBERGABE.para.Offset_Vakuum,offset - suction power,Offset_Vakuum,Float,para,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/175 - fan suction belt/para/offset - suction belt,ns=6;s=::AsGlobalPV:HMI_GEBLAESE_UEBERGABE.para.Offset_Saugband,offset - suction belt,Offset_Saugband,Float,para,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/175 - fan suction belt/state/state,ns=6;s=::AsGlobalPV:HMI_GEBLAESE_UEBERGABE.state.state,state,state,UInt32,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/state,ns=6;s=::AsGlobalPV:HMI_IO.state.state,state,state,UInt32,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/storageWear,ns=6;s=::AsGlobalPV:HMI_IO.state.StorageWear,storageWear,StorageWear,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/plc - temperature - plc,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperatureCPU,plc - temperature - plc,TemperatureCPU,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/plc - temperature - heat sink,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperatureENV,plc - temperature - heat sink,TemperatureENV,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/plc - temperature - main memory,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperatureRAM,plc - temperature - main memory,TemperatureRAM,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/plc - temperature - MTCX,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperatureMTCX,plc - temperature - MTCX,TemperatureMTCX,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/plc - temperature - CFast - 1,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperatureCFast1,plc - temperature - CFast - 1,TemperatureCFast1,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/plc - temperature - CFast - 2,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperatureCFast2,plc - temperature - CFast - 2,TemperatureCFast2,Float,state,,2026-06-11T10:00:56
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - temperature - main memory,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperaturSystemUnit_1,HMI - temperature - main memory,TemperaturSystemUnit_1,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - temperature - plc,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperaturSystemUnit_2,HMI - temperature - plc,TemperaturSystemUnit_2,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - temperature - hmi,ns=6;s=::AsGlobalPV:HMI_IO.state.TemperaturPanel,HMI - temperature - hmi,TemperaturPanel,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - plc - temperature - CFast - 1,ns=6;s=::AsGlobalPV:HMI_IO.state.APC3100TemperaturCFast1,HMI - plc - temperature - CFast - 1,APC3100TemperaturCFast1,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - plc - temperature - CFast - 2,ns=6;s=::AsGlobalPV:HMI_IO.state.APC3100TemperaturCFast2,HMI - plc - temperature - CFast - 2,APC3100TemperaturCFast2,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - plc - temperature - MTCX,ns=6;s=::AsGlobalPV:HMI_IO.state.APC3100TemperaturMTCX,HMI - plc - temperature - MTCX,APC3100TemperaturMTCX,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - plc - temperature - plc,ns=6;s=::AsGlobalPV:HMI_IO.state.APC3100TemperaturCPU,HMI - plc - temperature - plc,APC3100TemperaturCPU,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/HMI - plc - temperature - graphics card,ns=6;s=::AsGlobalPV:HMI_IO.state.APC3100TemperaturIF3,HMI - plc - temperature - graphics card,APC3100TemperaturIF3,Float,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/i/o/state/DT,ns=6;s=::AsGlobalPV:HMI_IO.state.BMK,DT,BMK,String,state,,2026-06-11T10:00:57
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/990 - cooling unit/state/state,ns=6;s=::AsGlobalPV:HMI_KAELTEAGGREGAT.state.state,state,state,UInt32,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/para/trigger - offset,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.para.Offset,trigger - offset,Offset,Float,para,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/para/program number,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.para.ProgNr,program number,ProgNr,UInt32,para,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/para/register position - measurement,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.para.PosRegister,register position - measurement,PosRegister,Float,para,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/para/bag - not ok - warning,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.para.BeutelSchlechtWarnung,bag - not ok - warning,BeutelSchlechtWarnung,Float,para,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/para/bag - not ok - stop,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.para.BeutelSchlechtStopp,bag - not ok - stop,BeutelSchlechtStopp,Float,para,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/para/bag - not ok - scrap,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.para.BeutelSchlechtAusschuss,bag - not ok - scrap,BeutelSchlechtAusschuss,Float,para,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/state/state,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.state.state,state,state,UInt32,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/state/current program number,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.state.ProgNr,current program number,ProgNr,UInt32,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/state/bag - not ok,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.state.BeutelSchlecht,bag - not ok,BeutelSchlecht,UInt32,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/270 - staggered cut monitoring/state/bag - not ok - total,ns=6;s=::AsGlobalPV:HMI_KAMERA_270.state.BeutelSchlecht_Gesamt,bag - not ok - total,BeutelSchlecht_Gesamt,UInt32,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/safetyPLC/state/state,ns=6;s=::AsGlobalPV:HMI_SAFE_REMOTE.state.state,state,state,UInt32,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/safetyPLC/state/IAT/Machine/SPLC.state.Safty_Status,ns=6;s=::AsGlobalPV:HMI_SAFE_REMOTE.state.Safty_Status,IAT/Machine/SPLC.state.Safty_Status,Safty_Status,String,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/safetyPLC/state/IAT/Machine/SPLC.state.Module_Status,ns=6;s=::AsGlobalPV:HMI_SAFE_REMOTE.state.Module_Status,IAT/Machine/SPLC.state.Module_Status,Module_Status,String,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/safetyPLC/state/number of,ns=6;s=::AsGlobalPV:HMI_SAFE_REMOTE.state.NumberOfFWExchanged,number of,NumberOfFWExchanged,UInt16,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/safetyPLC/state/number of,ns=6;s=::AsGlobalPV:HMI_SAFE_REMOTE.state.NumberOfSNExchanged,number of,NumberOfSNExchanged,UInt16,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/safetyPLC/state/CRC (checksum),ns=6;s=::AsGlobalPV:HMI_SAFE_REMOTE.state.CRC_String,CRC (checksum),CRC_String,String,state,,2026-06-11T10:00:58
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/150 - tear-off/para/gear factor - brush roller,ns=6;s=::AsGlobalPV:HMI_SFB_ABREISS.para.FaktorBuerste,gear factor - brush roller,FaktorBuerste,Float,para,,2026-06-11T10:00:59
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/150 - tear-off/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_ABREISS.state.state,state,state,UInt32,state,,2026-06-11T10:00:59
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/102 - web path/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_BAHNFUEHRUNG.state.state,state,state,UInt32,state,,2026-06-11T10:00:59
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/045 - web edge control unwinder/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_BAHNKANTENST_ABW.state.state,state,state,UInt32,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/085 - Web edge control/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_BAHNKANTENSTEUERUNG.state.state,state,state,UInt32,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/format length,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.Laenge,format length,Laenge,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/operating mode,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.OpSelModus,operating mode,OpSelModus,String,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/print mark window,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.Druckmarkenfenster,print mark window,Druckmarkenfenster,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/remaining path,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.Restweg,remaining path,Restweg,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/speed,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.V,speed,V,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/acceleration,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.A,acceleration,A,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/jerk,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.Ruck,jerk,Ruck,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/advance speed,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.V_Ein,advance speed,V_Ein,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/set speed in cycles,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.V_Machine,set speed in cycles,V_Machine,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/start/stop - set speed in cycles,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.V_Machine_Stopp,start/stop - set speed in cycles,V_Machine_Stopp,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/para/difference - skew detection,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.Differenz_Schieflagenerkennung,difference - skew detection,Differenz_Schieflagenerkennung,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,"Global PV/155 - acceleration draw/para/""IO"" - trigger - offset",ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.para.IO_Trigger_Verschiebung,"""IO"" - trigger - offset",IO_Trigger_Verschiebung,Float,para,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.state,state,state,UInt32,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/current speed in cycles,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.V_Machine,current speed in cycles,V_Machine,Float,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/current format,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.Aktuelles_Format,current format,Aktuelles_Format,Float,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/average format,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.Average,average format,Average,Float,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/no print mark,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.Anzahl_keine_DM,no print mark,Anzahl_keine_DM,Float,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/deviation,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.Abweichung,deviation,Abweichung,Int32,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/155 - acceleration draw/state/skew,ns=6;s=::AsGlobalPV:HMI_SFB_BESCHL_VORZUG.state.Differenz_Schieflagenerkennung,skew,Differenz_Schieflagenerkennung,Float,state,,2026-06-11T10:01:00
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/operating mode extruder,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.OpSel_ExtruderAuto,operating mode extruder,OpSel_ExtruderAuto,String,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/melt pressure - minimum,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.Mindestdruck,melt pressure - minimum,Mindestdruck,Float,para,,2026-06-11T10:01:01
